id,nni,first_name,last_name,full_name,gender,birth_date,ethnicity,phone,email,wilaya_id,wilaya_name,moughataa_id,moughataa_name,profile_type,kyc_level,status,device_type,registration_date,last_login,created_at,updated_at
4912,9702192033,Koumba,Yatabaré,Koumba Yatabaré,F,1997-03-22,WOLOF,+22223861207,,2,Nouakchott-Ouest,5,,STANDARD,,ACTIVE,ANDROID,2023-04-27,2024-04-26T05:13:35.430Z,2023-04-27T17:16:18.090Z,2024-04-26T05:13:35.430Z
4913,8102748000,Kani,Sakho,Kani Sakho,F,1981-12-03,WOLOF,+22222955927,,2,Nouakchott-Ouest,5,,ACTIVE,,ACTIVE,ANDROID,2024-10-20,2024-12-14T16:49:22.926Z,2024-10-20T12:27:32.383Z,2024-12-14T16:49:22.926Z
4914,8304913479,Ismaila,Barry,Ismaila Barry,M,1983-03-23,WOLOF,+22223364972,ismaila.barry324@gmail.com,4,Dakhlet Nouadhibou,10,,OCCASIONAL,,ACTIVE,ANDROID,2022-08-19,2024-09-08T11:04:20.906Z,2022-08-19T00:31:20.963Z,2024-09-08T11:04:20.906Z
4915,0303188496,Oumou,Ndiaye,Oumou Ndiaye,F,2003-04-27,SONINKE,+22222617590,oumou.ndiaye180@yahoo.fr,3,Nouakchott-Sud,7,,STANDARD,,ACTIVE,ANDROID,2024-10-25,2024-10-26T07:29:26.332Z,2024-10-25T19:54:10.798Z,2024-10-26T07:29:26.332Z
4916,9613582802,Safiya,Faye,Safiya Faye,F,1996-04-13,SONINKE,+22232007532,,13,Tagant,50,,OCCASIONAL,,ACTIVE,ANDROID,2024-12-09,2024-12-10T14:20:42.803Z,2024-12-09T20:00:25.064Z,2024-12-10T14:20:42.803Z
4917,0502032282,Ibrahima,Thiaw,Ibrahima Thiaw,M,2005-10-01,PEUL,+22224871111,,2,Nouakchott-Ouest,4,,OCCASIONAL,,ACTIVE,ANDROID,2024-03-14,2024-04-18T13:25:11.597Z,2024-03-14T06:01:20.964Z,2024-04-18T13:25:11.597Z
4918,9815347490,Abdourahmane,Gaye,Abdourahmane Gaye,M,1998-06-12,PEUL,+22237954914,,15,Tiris Zemmour,55,,STANDARD,,ACTIVE,ANDROID,2022-08-01,2023-02-06T21:40:26.269Z,2022-08-01T11:27:51.895Z,2023-02-06T21:40:26.269Z
4919,6704621747,Demba,Sakho,Demba Sakho,M,1967-10-14,WOLOF,+22223642490,,4,Dakhlet Nouadhibou,10,,OCCASIONAL,,ACTIVE,ANDROID,2023-05-31,2024-12-23T05:33:54.592Z,2023-05-31T08:01:22.802Z,2024-12-23T05:33:54.592Z
4920,7901487950,Hapsatou,Diop,Hapsatou Diop,F,1979-07-27,PEUL,+22241803772,hapsatou.diop47@outlook.com,1,Nouakchott-Nord,1,,STANDARD,,ACTIVE,ANDROID,2024-06-05,2024-09-27T03:16:56.357Z,2024-06-05T06:44:03.075Z,2024-09-27T03:16:56.357Z
4921,9709320875,Massamba,Kane,Massamba Kane,M,1997-02-20,SONINKE,+22235839200,,9,Assaba,31,,OCCASIONAL,,ACTIVE,ANDROID,2022-09-05,2023-09-23T13:25:30.596Z,2022-09-05T10:24:16.803Z,2023-09-23T13:25:30.596Z
4922,8505042262,Mokhtar,Kanouté,Mokhtar Kanouté,M,1985-03-27,PEUL,+22223104490,,5,Trarza,16,,STANDARD,,ACTIVE,ANDROID,2024-02-02,2024-11-14T12:26:01.608Z,2024-02-02T18:32:59.454Z,2024-11-14T12:26:01.608Z
4923,8404335287,Ahmedou,Ould Ahmed,Ahmedou Ould Ahmed,M,1984-11-27,MAURE,+22246211374,,4,Dakhlet Nouadhibou,10,,STANDARD,,INACTIVE,IOS,2022-03-07,2024-03-08T10:48:14.007Z,2022-03-07T00:43:15.110Z,2024-03-08T10:48:14.007Z
4924,6003197488,Modibo,Dia,Modibo Dia,M,1960-01-14,PEUL,+22235195262,,3,Nouakchott-Sud,9,,STANDARD,,ACTIVE,IOS,2024-01-13,2024-11-29T06:33:11.026Z,2024-01-13T01:50:39.658Z,2024-11-29T06:33:11.026Z
4925,9803201823,Halima,Ndiaye,Halima Ndiaye,F,1998-02-14,WOLOF,+22224295556,halima.ndiaye526@outlook.com,3,Nouakchott-Sud,8,,DORMANT,,ACTIVE,ANDROID,2024-03-11,2024-03-18T12:12:23.026Z,2024-03-11T18:36:33.270Z,2024-03-18T12:12:23.026Z
4926,7914408249,Abdel Rahman,Ould Messoud,Abdel Rahman Ould Messoud,M,1979-01-01,MAURE,+22242295821,,14,Inchiri,52,,OCCASIONAL,,ACTIVE,IOS,2024-09-03,2024-10-03T16:25:40.864Z,2024-09-03T12:59:04.345Z,2024-10-03T16:25:40.864Z
4927,9802895764,Sidina,Sy,Sidina Sy,M,1998-09-17,PEUL,+22241295208,,2,Nouakchott-Ouest,4,,OCCASIONAL,,ACTIVE,ANDROID,2023-12-12,2024-04-21T19:16:15.821Z,2023-12-12T02:29:23.353Z,2024-04-21T19:16:15.821Z
4928,6503682594,Astou,Diakité,Astou Diakité,F,1965-04-18,PEUL,+22223837116,astou.diakité584@outlook.com,3,Nouakchott-Sud,7,,STANDARD,,ACTIVE,ANDROID,2023-06-13,2023-06-21T17:33:25.746Z,2023-06-13T03:27:04.821Z,2023-06-21T17:33:25.746Z
4929,7804379648,Yahya,Ould Isselmou,Yahya Ould Isselmou,M,1978-09-26,MAURE,+22232695629,,4,Dakhlet Nouadhibou,10,,STANDARD,,ACTIVE,ANDROID,2022-12-19,2024-03-22T04:07:50.212Z,2022-12-19T06:53:19.129Z,2024-03-22T04:07:50.212Z
4930,0002068444,Banna,Bâ,Banna Bâ,F,2000-11-23,WOLOF,+22245256675,banna.bâ418@outlook.com,2,Nouakchott-Ouest,5,,OCCASIONAL,,ACTIVE,USSD,2023-01-26,2024-08-12T22:07:45.350Z,2023-01-26T04:23:27.505Z,2024-08-12T22:07:45.350Z
4931,6401733554,Siaka,Dramé,Siaka Dramé,M,1964-11-18,PEUL,+22232396842,siaka.dramé519@hotmail.fr,1,Nouakchott-Nord,1,,STANDARD,,ACTIVE,ANDROID,2022-05-04,2022-11-02T02:42:54.016Z,2022-05-04T04:44:12.633Z,2022-11-02T02:42:54.016Z
4932,8101380731,Hafsata,Mint Messoud,Hafsata Mint Messoud,F,1981-04-02,MAURE,+22225913270,,1,Nouakchott-Nord,3,,DORMANT,,INACTIVE,ANDROID,2024-04-03,2024-08-18T06:35:04.012Z,2024-04-03T00:31:55.050Z,2024-08-18T06:35:04.012Z
4933,9102490555,Khady,Anne,Khady Anne,F,1991-11-16,SONINKE,+22225333807,khady.anne793@hotmail.fr,2,Nouakchott-Ouest,4,,STANDARD,,SUSPENDED,USSD,2024-02-05,2024-11-17T02:04:12.007Z,2024-02-05T18:14:39.973Z,2024-11-17T02:04:12.007Z
4934,8902378760,Boubacar,Diarra,Boubacar Diarra,M,1989-02-17,PEUL,+22234772675,,2,Nouakchott-Ouest,5,,ACTIVE,,ACTIVE,ANDROID,2022-12-02,2023-11-01T14:44:27.366Z,2022-12-02T05:23:09.526Z,2023-11-01T14:44:27.366Z
4935,7402981315,Dramane,Dieng,Dramane Dieng,M,1974-02-14,PEUL,+22235968632,,2,Nouakchott-Ouest,4,,OCCASIONAL,,INACTIVE,ANDROID,2022-01-03,2023-11-22T13:24:59.104Z,2022-01-03T15:14:43.342Z,2023-11-22T13:24:59.104Z
4936,9201243450,Hafsata,Fall,Hafsata Fall,F,1992-08-25,SONINKE,+22236430083,,1,Nouakchott-Nord,2,,OCCASIONAL,,ACTIVE,USSD,2023-02-19,2024-06-22T21:43:36.209Z,2023-02-19T14:05:03.222Z,2024-06-22T21:43:36.209Z
4937,7201435170,Leila,Thiam,Leila Thiam,F,1972-05-20,PEUL,+22235269972,,1,Nouakchott-Nord,3,,STANDARD,,PENDING_KYC,WEB,2022-10-28,2024-03-07T13:24:26.616Z,2022-10-28T01:41:44.118Z,2024-03-07T13:24:26.616Z
4938,6004497415,Kadiatou,Thiaw,Kadiatou Thiaw,F,1960-08-06,PEUL,+22241666836,,4,Dakhlet Nouadhibou,10,,STANDARD,,ACTIVE,ANDROID,2023-12-13,2024-02-29T19:14:27.070Z,2023-12-13T05:27:56.704Z,2024-02-29T19:14:27.070Z
4939,7702876579,Mouna,Mint Moulaye,Mouna Mint Moulaye,F,1977-09-03,MAURE,+22232075452,,2,Nouakchott-Ouest,6,,ACTIVE,,ACTIVE,ANDROID,2024-10-17,2024-12-16T19:52:15.588Z,2024-10-17T13:57:37.651Z,2024-12-16T19:52:15.588Z
4940,7104206190,Yahya,Ould Saad,Yahya Ould Saad,M,1971-02-01,MAURE,+22225812129,,4,Dakhlet Nouadhibou,10,,STANDARD,,ACTIVE,ANDROID,2023-07-05,2023-12-26T23:36:54.843Z,2023-07-05T15:16:31.469Z,2023-12-26T23:36:54.843Z
4941,0315970274,Oumou,Dia,Oumou Dia,F,2003-07-02,WOLOF,+22222070295,,15,Tiris Zemmour,55,,STANDARD,,ACTIVE,IOS,2022-09-25,2023-08-20T15:07:30.519Z,2022-09-25T11:29:57.566Z,2023-08-20T15:07:30.519Z
4942,6001954566,Nana,Wane,Nana Wane,F,1960-02-06,PEUL,+22237440417,nana.wane994@hotmail.fr,1,Nouakchott-Nord,1,,PREMIUM,,ACTIVE,ANDROID,2023-08-24,2024-11-24T20:38:21.235Z,2023-08-24T12:51:11.077Z,2024-11-24T20:38:21.235Z
4943,6402582030,Aminata,Sène,Aminata Sène,F,1964-10-23,WOLOF,+22222815866,,2,Nouakchott-Ouest,5,,STANDARD,,ACTIVE,ANDROID,2023-10-19,2024-04-04T19:10:51.845Z,2023-10-19T00:59:12.974Z,2024-04-04T19:10:51.845Z
4944,0205991006,Aziza,Mint Isselmou,Aziza Mint Isselmou,F,2002-01-18,MAURE,+22236811191,,5,Trarza,13,,STANDARD,,ACTIVE,ANDROID,2022-06-05,2024-12-05T10:13:44.062Z,2022-06-05T08:11:26.401Z,2024-12-05T10:13:44.062Z
4945,9803462260,Ethmane,Niang,Ethmane Niang,M,1998-08-10,PEUL,+22223329339,ethmane.niang284@outlook.com,3,Nouakchott-Sud,8,,OCCASIONAL,,ACTIVE,USSD,2022-05-08,2023-04-02T20:03:18.241Z,2022-05-08T23:15:59.331Z,2023-04-02T20:03:18.241Z
4946,0112403573,Habiba,Mint Abdel Kader,Habiba Mint Abdel Kader,F,2001-10-20,MAURE,+22225110120,,12,Adrar,48,,OCCASIONAL,,ACTIVE,IOS,2023-03-05,2023-05-17T01:48:59.868Z,2023-03-05T06:58:48.781Z,2023-05-17T01:48:59.868Z
4947,8002571171,Koumba,Diallo,Koumba Diallo,F,1980-04-01,PEUL,+22235157833,,2,Nouakchott-Ouest,4,,STANDARD,,ACTIVE,WEB,2022-06-03,2024-10-14T21:51:37.268Z,2022-06-03T12:32:05.346Z,2024-10-14T21:51:37.268Z
4948,6102918748,Massamba,Sow,Massamba Sow,M,1961-01-25,SONINKE,+22235281861,,2,Nouakchott-Ouest,6,,STANDARD,,ACTIVE,IOS,2024-01-14,2024-03-13T01:41:18.391Z,2024-01-14T21:04:04.328Z,2024-03-13T01:41:18.391Z
4949,0203672235,Rougui,Mbow,Rougui Mbow,F,2002-08-22,PEUL,+22224900301,rougui.mbow153@yahoo.fr,3,Nouakchott-Sud,8,,STANDARD,,ACTIVE,ANDROID,2024-11-21,2024-12-22T17:10:09.149Z,2024-11-21T21:33:21.275Z,2024-12-22T17:10:09.149Z
4950,7209200112,Kadiatou,Ndiaye,Kadiatou Ndiaye,F,1972-09-01,PEUL,+22241151903,,9,Assaba,31,,STANDARD,,ACTIVE,ANDROID,2023-09-24,2024-11-10T22:00:01.499Z,2023-09-24T14:58:15.607Z,2024-11-10T22:00:01.499Z
4951,7301749775,Mokhtar,Ould Abeih,Mokhtar Ould Abeih,M,1973-01-24,MAURE,+22237389878,,1,Nouakchott-Nord,1,,STANDARD,,ACTIVE,USSD,2024-04-27,2024-08-16T04:55:34.278Z,2024-04-27T10:36:01.326Z,2024-08-16T04:55:34.278Z
4952,0203000229,Kelthoum,Mint Soufi,Kelthoum Mint Soufi,F,2002-08-16,MAURE,+22245846406,kelthoum.mintsoufi883@gmail.com,3,Nouakchott-Sud,9,,ACTIVE,,ACTIVE,ANDROID,2023-02-11,2024-04-09T08:14:43.753Z,2023-02-11T00:43:54.425Z,2024-04-09T08:14:43.753Z
4953,9001606945,Abdallah,Niang,Abdallah Niang,M,1990-04-01,PEUL,+22225864405,,1,Nouakchott-Nord,1,,ACTIVE,,INACTIVE,ANDROID,2024-10-24,2024-12-02T12:52:54.144Z,2024-10-24T20:45:13.709Z,2024-12-02T12:52:54.144Z
4954,7003638838,Yahya,Bah,Yahya Bah,M,1970-03-25,WOLOF,+22225194771,,3,Nouakchott-Sud,8,,STANDARD,,ACTIVE,ANDROID,2023-04-02,2023-11-04T02:09:23.711Z,2023-04-02T07:29:50.035Z,2023-11-04T02:09:23.711Z
4955,6101106881,Tekber,Diop,Tekber Diop,F,1961-12-14,SONINKE,+22241157413,tekber.diop656@outlook.com,1,Nouakchott-Nord,3,,ACTIVE,,ACTIVE,WEB,2024-12-12,2024-12-28T04:14:02.489Z,2024-12-12T14:45:39.937Z,2024-12-28T04:14:02.489Z
4956,8402942896,Zeinab,Mint El Mokhtar,Zeinab Mint El Mokhtar,F,1984-11-09,MAURE,+22233441051,zeinab.mintelmokhtar619@hotmail.fr,2,Nouakchott-Ouest,4,,STANDARD,,ACTIVE,ANDROID,2023-04-01,2023-05-03T16:58:14.705Z,2023-04-01T09:36:18.305Z,2023-05-03T16:58:14.705Z
4957,9403546270,Bintou,Ndiaye,Bintou Ndiaye,F,1994-11-19,PEUL,+22244700862,bintou.ndiaye463@gmail.com,3,Nouakchott-Sud,8,,STANDARD,,INACTIVE,USSD,2024-12-07,2024-12-17T23:56:28.953Z,2024-12-07T13:09:27.171Z,2024-12-17T23:56:28.953Z
4958,9002373442,Abdel Kader,Bah,Abdel Kader Bah,M,1990-06-17,PEUL,+22236496468,abdelkader.bah584@outlook.com,2,Nouakchott-Ouest,4,,STANDARD,,PENDING_KYC,ANDROID,2024-10-12,2024-12-13T13:10:15.355Z,2024-10-12T01:55:42.735Z,2024-12-13T13:10:15.355Z
4959,0501822738,Moustapha,Ould Mahmoud,Moustapha Ould Mahmoud,M,2005-09-05,MAURE,+22243093108,moustapha.ouldmahmoud682@outlook.com,1,Nouakchott-Nord,2,,STANDARD,,ACTIVE,API,2024-04-04,2024-09-05T13:20:58.597Z,2024-04-04T02:51:11.268Z,2024-09-05T13:20:58.597Z
4960,0301337456,Mokhtar,Sakho,Mokhtar Sakho,M,2003-12-18,WOLOF,+22222211240,,1,Nouakchott-Nord,2,,STANDARD,,INACTIVE,USSD,2024-02-11,2024-04-27T01:21:44.181Z,2024-02-11T02:50:25.576Z,2024-04-27T01:21:44.181Z
4961,7103013904,Mbarka,Mint Nenni,Mbarka Mint Nenni,F,1971-03-25,MAURE,+22223668588,,3,Nouakchott-Sud,9,,VIP,,ACTIVE,USSD,2023-05-14,2023-11-16T08:19:42.249Z,2023-05-14T06:59:22.103Z,2023-11-16T08:19:42.249Z
4962,7712812042,Awa,Thiam,Awa Thiam,F,1977-02-02,PEUL,+22232476252,,12,Adrar,47,,STANDARD,,ACTIVE,WEB,2022-09-03,2023-12-13T02:20:35.492Z,2022-09-03T02:19:37.874Z,2023-12-13T02:20:35.492Z
4963,8102784437,Diahara,Fall,Diahara Fall,F,1981-11-12,WOLOF,+22224986779,diahara.fall507@hotmail.fr,2,Nouakchott-Ouest,5,,STANDARD,,ACTIVE,ANDROID,2024-01-13,2024-03-25T23:07:53.473Z,2024-01-13T21:17:48.526Z,2024-03-25T23:07:53.473Z
4964,6102649345,Rokaya,Mint Limam,Rokaya Mint Limam,F,1961-09-16,MAURE,+22222556293,,2,Nouakchott-Ouest,5,,OCCASIONAL,,ACTIVE,IOS,2024-05-20,2024-06-13T17:15:30.627Z,2024-05-20T01:04:12.373Z,2024-06-13T17:15:30.627Z
4965,0502455461,Salka,Kane,Salka Kane,F,2005-06-20,PEUL,+22224714348,salka.kane983@gmail.com,2,Nouakchott-Ouest,6,,ACTIVE,,ACTIVE,USSD,2023-04-18,2023-05-20T01:44:26.545Z,2023-04-18T23:25:56.160Z,2023-05-20T01:44:26.545Z
4966,9802148462,Hamoud,Ould Mohamed,Hamoud Ould Mohamed,M,1998-07-23,MAURE,+22234218023,,2,Nouakchott-Ouest,4,,OCCASIONAL,,PENDING_KYC,WEB,2022-05-23,2023-02-07T02:52:45.931Z,2022-05-23T21:57:20.120Z,2023-02-07T02:52:45.931Z
4967,8905461407,Abdel Rahman,Gaye,Abdel Rahman Gaye,M,1989-02-04,SONINKE,+22223470577,abdelrahman.gaye313@gmail.com,5,Trarza,14,,STANDARD,,ACTIVE,USSD,2023-03-09,2024-05-28T08:16:22.909Z,2023-03-09T01:03:18.221Z,2024-05-28T08:16:22.909Z
4968,8414194551,Aicha,Ndiaye,Aicha Ndiaye,F,1984-04-07,PEUL,+22249788738,aicha.ndiaye521@gmail.com,14,Inchiri,52,,OCCASIONAL,,ACTIVE,WEB,2024-07-17,2024-10-08T20:56:25.110Z,2024-07-17T23:00:43.484Z,2024-10-08T20:56:25.110Z
4969,8702965366,Mounina,Mint Mokhtar,Mounina Mint Mokhtar,F,1987-01-05,MAURE,+22225750976,,2,Nouakchott-Ouest,5,,ACTIVE,,INACTIVE,WEB,2024-12-18,2024-12-21T22:56:06.329Z,2024-12-18T04:47:55.690Z,2024-12-21T22:56:06.329Z
4970,9812824789,Cheikh,Wane,Cheikh Wane,M,1998-12-23,WOLOF,+22233869322,,12,Adrar,45,,DORMANT,,ACTIVE,ANDROID,2024-07-03,2024-08-11T20:37:46.477Z,2024-07-03T16:09:56.312Z,2024-08-11T20:37:46.477Z
4971,8303798592,Alioune,Sy,Alioune Sy,M,1983-02-20,SONINKE,+22233190127,alioune.sy631@hotmail.fr,3,Nouakchott-Sud,7,,STANDARD,,ACTIVE,IOS,2023-04-23,2023-08-02T07:35:47.743Z,2023-04-23T06:21:17.303Z,2023-08-02T07:35:47.743Z
4972,7602296877,Khadijetou,Diagana,Khadijetou Diagana,F,1976-04-18,PEUL,+22248252235,khadijetou.diagana438@gmail.com,2,Nouakchott-Ouest,5,,ACTIVE,,ACTIVE,ANDROID,2023-11-07,2024-10-03T02:10:57.458Z,2023-11-07T15:36:39.331Z,2024-10-03T02:10:57.458Z
4973,8405344952,Moctar,Doucouré,Moctar Doucouré,M,1984-03-01,SONINKE,+22223525814,moctar.doucouré661@yahoo.fr,5,Trarza,16,,VIP,,ACTIVE,IOS,2024-11-01,2024-11-30T01:20:59.706Z,2024-11-01T18:42:19.109Z,2024-11-30T01:20:59.706Z
4974,7908344241,Hawa,Doucouré,Hawa Doucouré,F,1979-08-18,PEUL,+22225974802,hawa.doucouré726@gmail.com,8,Guidimaka,29,,VIP,,ACTIVE,ANDROID,2022-12-27,2023-02-28T19:39:12.202Z,2022-12-27T23:49:30.132Z,2023-02-28T19:39:12.202Z
4975,0409202063,Khadija,Mint Dah,Khadija Mint Dah,F,2004-06-02,MAURE,+22234169525,khadija.mintdah223@gmail.com,9,Assaba,33,,STANDARD,,ACTIVE,ANDROID,2023-06-03,2024-01-06T05:40:39.002Z,2023-06-03T09:01:17.852Z,2024-01-06T05:40:39.002Z
4976,6301248802,Ahmedou,Ould Ahmed,Ahmedou Ould Ahmed,M,1963-12-22,MAURE,+22249465651,,1,Nouakchott-Nord,3,,STANDARD,,ACTIVE,USSD,2024-08-16,2024-12-03T21:25:43.763Z,2024-08-16T21:56:39.026Z,2024-12-03T21:25:43.763Z
4977,6105825849,Abdellahi,Ould Hadrami,Abdellahi Ould Hadrami,M,1961-05-02,MAURE,+22224286044,,5,Trarza,11,,STANDARD,,ACTIVE,ANDROID,2022-10-05,2023-10-07T22:45:43.762Z,2022-10-05T18:20:48.312Z,2023-10-07T22:45:43.762Z
4978,9903938696,Mariama,Kane,Mariama Kane,F,1999-06-27,SONINKE,+22245285165,,3,Nouakchott-Sud,7,,ACTIVE,,ACTIVE,ANDROID,2022-05-23,2023-04-02T19:10:10.899Z,2022-05-23T00:49:57.177Z,2023-04-02T19:10:10.899Z
4979,8002143402,Cheikh Sidiya,Ould Limam,Cheikh Sidiya Ould Limam,M,1980-10-16,MAURE,+22236815410,cheikhsidiya.ouldlimam150@hotmail.fr,2,Nouakchott-Ouest,4,,OCCASIONAL,,ACTIVE,ANDROID,2023-08-13,2024-09-14T08:52:20.000Z,2023-08-13T22:24:33.631Z,2024-09-14T08:52:20.000Z
4980,7403601999,Adama,Guèye,Adama Guèye,F,1974-06-23,PEUL,+22234837068,adama.guèye368@hotmail.fr,3,Nouakchott-Sud,7,,STANDARD,,ACTIVE,API,2024-05-21,2024-08-19T22:00:29.655Z,2024-05-21T07:42:21.426Z,2024-08-19T22:00:29.655Z
4981,7504360757,Defa,Mint Nenni,Defa Mint Nenni,F,1975-05-13,MAURE,+22232510440,,4,Dakhlet Nouadhibou,10,,STANDARD,,ACTIVE,IOS,2022-05-04,2023-07-10T12:53:00.562Z,2022-05-04T07:29:14.851Z,2023-07-10T12:53:00.562Z
4982,9703083695,Saadbouh,Ould Mohamed,Saadbouh Ould Mohamed,M,1997-09-15,MAURE,+22225479593,,3,Nouakchott-Sud,9,,ACTIVE,,ACTIVE,ANDROID,2024-06-13,2024-12-19T06:00:51.862Z,2024-06-13T15:47:21.066Z,2024-12-19T06:00:51.862Z
4983,7604414826,Mor,Fall,Mor Fall,M,1976-08-18,PEUL,+22225188363,,4,Dakhlet Nouadhibou,10,,STANDARD,,ACTIVE,WEB,2024-01-30,2024-05-20T04:30:45.378Z,2024-01-30T15:57:37.922Z,2024-05-20T04:30:45.378Z
4984,8901182795,Brahim,Ould Jiddou,Brahim Ould Jiddou,M,1989-08-01,MAURE,+22225466232,,1,Nouakchott-Nord,2,,STANDARD,,ACTIVE,ANDROID,2024-12-13,2024-12-14T09:35:28.159Z,2024-12-13T16:54:27.397Z,2024-12-14T09:35:28.159Z
4985,7109071601,Fatoumata,Thiam,Fatoumata Thiam,F,1971-11-09,PEUL,+22224777001,,9,Assaba,32,,STANDARD,,ACTIVE,ANDROID,2022-03-06,2022-07-30T06:42:25.298Z,2022-03-06T19:01:31.429Z,2022-07-30T06:42:25.298Z
4986,7815647288,Amady,Diarra,Amady Diarra,M,1978-04-14,PEUL,+22224404159,,15,Tiris Zemmour,54,,OCCASIONAL,,ACTIVE,ANDROID,2023-09-28,2023-12-27T21:41:50.265Z,2023-09-28T14:32:43.843Z,2023-12-27T21:41:50.265Z
4987,9107607976,Zahra,Mint Mokhtar,Zahra Mint Mokhtar,F,1991-01-17,MAURE,+22222987274,,7,Gorgol,24,,DORMANT,,INACTIVE,ANDROID,2022-03-09,2022-11-09T18:27:12.886Z,2022-03-09T09:55:36.994Z,2022-11-09T18:27:12.886Z
4988,7901232442,Mahjouba,Ndiaye,Mahjouba Ndiaye,F,1979-07-21,PEUL,+22233808975,,1,Nouakchott-Nord,1,,OCCASIONAL,,ACTIVE,ANDROID,2022-11-18,2023-01-04T16:46:29.496Z,2022-11-18T01:31:19.155Z,2023-01-04T16:46:29.496Z
4989,8002911214,Yacoub,Ould Habiboullah,Yacoub Ould Habiboullah,M,1980-01-04,MAURE,+22232788752,yacoub.ouldhabiboullah958@hotmail.fr,2,Nouakchott-Ouest,6,,VIP,,ACTIVE,ANDROID,2023-06-21,2024-03-31T06:43:34.552Z,2023-06-21T04:35:45.478Z,2024-03-31T06:43:34.552Z
4990,7002498921,Naima,Bâ,Naima Bâ,F,1970-01-12,WOLOF,+22236673463,naima.bâ614@yahoo.fr,2,Nouakchott-Ouest,6,,STANDARD,,ACTIVE,ANDROID,2022-09-21,2024-07-27T12:42:30.263Z,2022-09-21T02:12:35.778Z,2024-07-27T12:42:30.263Z
4991,0115364954,Koumba,Ndour,Koumba Ndour,F,2001-07-11,PEUL,+22233134678,,15,Tiris Zemmour,55,,PREMIUM,,ACTIVE,IOS,2022-07-20,2023-08-03T04:38:27.368Z,2022-07-20T16:26:40.781Z,2023-08-03T04:38:27.368Z
4992,6502362813,Abdel Rahman,Ould Nenni,Abdel Rahman Ould Nenni,M,1965-11-11,MAURE,+22222128695,,2,Nouakchott-Ouest,4,,STANDARD,,PENDING_KYC,USSD,2023-12-18,2024-01-12T19:56:46.232Z,2023-12-18T13:55:34.527Z,2024-01-12T19:56:46.232Z
4993,9102887511,Bassirou,Diarra,Bassirou Diarra,M,1991-12-12,WOLOF,+22223382523,bassirou.diarra263@yahoo.fr,2,Nouakchott-Ouest,4,,PREMIUM,,PENDING_KYC,ANDROID,2024-12-02,2024-12-20T02:48:37.542Z,2024-12-02T22:20:39.181Z,2024-12-20T02:48:37.542Z
4994,7601414654,Pape,Guèye,Pape Guèye,M,1976-12-21,PEUL,+22223727575,,1,Nouakchott-Nord,3,,PREMIUM,,ACTIVE,USSD,2024-11-20,2024-12-04T01:20:39.069Z,2024-11-20T12:03:52.186Z,2024-12-04T01:20:39.069Z
4995,6001396588,Abdellahi,Ould Lemrabott,Abdellahi Ould Lemrabott,M,1960-02-09,MAURE,+22235024884,abdellahi.ouldlemrabott685@hotmail.fr,1,Nouakchott-Nord,2,,ACTIVE,,ACTIVE,ANDROID,2024-02-02,2024-07-13T15:08:36.644Z,2024-02-02T16:04:40.992Z,2024-07-13T15:08:36.644Z
4996,9402841402,Habiboullah,Ould Soufi,Habiboullah Ould Soufi,M,1994-02-28,MAURE,+22247281547,,2,Nouakchott-Ouest,4,,ACTIVE,,ACTIVE,ANDROID,2024-10-11,2024-12-11T14:43:52.934Z,2024-10-11T17:18:11.161Z,2024-12-11T14:43:52.934Z
4997,8902438509,Ely,Ould Hadrami,Ely Ould Hadrami,M,1989-01-06,MAURE,+22222123799,ely.ouldhadrami1@yahoo.fr,2,Nouakchott-Ouest,5,,STANDARD,,SUSPENDED,IOS,2024-09-06,2024-09-10T10:27:54.965Z,2024-09-06T07:51:50.344Z,2024-09-10T10:27:54.965Z
4998,6507669245,Malouma,Anne,Malouma Anne,F,1965-07-26,PEUL,+22234993807,malouma.anne608@yahoo.fr,7,Gorgol,25,,STANDARD,,ACTIVE,ANDROID,2022-10-19,2023-04-14T05:37:17.738Z,2022-10-19T06:20:48.938Z,2023-04-14T05:37:17.738Z
4999,8514879103,Fatima,Mint Sidi,Fatima Mint Sidi,F,1985-09-11,MAURE,+22224433557,,14,Inchiri,52,,ACTIVE,,ACTIVE,ANDROID,2024-09-05,2024-10-11T22:33:10.262Z,2024-09-05T18:03:04.970Z,2024-10-11T22:33:10.262Z
5000,8504742505,Oumou,Mint Ethmane,Oumou Mint Ethmane,F,1985-06-10,MAURE,+22233491489,oumou.mintethmane380@outlook.com,4,Dakhlet Nouadhibou,10,,OCCASIONAL,,ACTIVE,ANDROID,2022-04-12,2022-11-30T17:19:39.016Z,2022-04-12T12:16:53.163Z,2022-11-30T17:19:39.016Z
5001,7802919376,Pape,Dia,Pape Dia,M,1978-05-04,PEUL,+22222879109,,2,Nouakchott-Ouest,6,,ACTIVE,,ACTIVE,ANDROID,2024-09-21,2024-10-04T19:08:27.439Z,2024-09-21T13:33:29.082Z,2024-10-04T19:08:27.439Z
5002,0101795216,Hamadi,Ould Abeih,Hamadi Ould Abeih,M,2001-01-17,MAURE,+22224708242,,1,Nouakchott-Nord,1,,STANDARD,,ACTIVE,ANDROID,2024-01-17,2024-10-17T11:53:32.441Z,2024-01-17T02:04:30.667Z,2024-10-17T11:53:32.441Z
