id,agency_id,agency_code,employee_code,first_name,last_name,full_name,gender,birth_date,nni,ethnicity,phone,email,role,status,hire_date,contract_type,salary_grade,created_at,updated_at
182,45,NKC-S-003,AG-NKC-S-003-03,N'Dèye,Guèye,N'Dèye Guèye,F,1989-06-27,8903088152,WOLOF,+22224748001,n'dèye.guèye@nafadpay.mr,CASHIER,ACTIVE,2023-04-05,CDD,C,2023-04-05T21:56:37.995Z,2023-05-20T22:20:50.972Z
183,45,NKC-S-003,AG-NKC-S-003-04,Bassirou,Kanouté,Bassirou Kanouté,M,1972-09-03,7203729729,SONINKE,+22236657063,bassirou.kanouté@nafadpay.mr,CASHIER,ACTIVE,2021-07-18,CDD,C,2021-07-18T12:07:52.767Z,2023-11-23T04:58:41.770Z
184,45,NKC-S-003,AG-NKC-S-003-05,Souleymane,Bah,Souleymane Bah,M,1991-03-02,9103644579,PEUL,+22222023278,souleymane.bah@nafadpay.mr,CASHIER,ACTIVE,2022-06-24,CDI,E,2022-06-24T01:15:54.925Z,2022-10-17T02:48:00.773Z
185,46,NKC-S-004,AG-NKC-S-004-01,Ahmed,Sakho,Ahmed Sakho,M,1999-12-01,9903341043,WOLOF,+22222295151,ahmed.sakho@nafadpay.mr,MANAGER,ACTIVE,2020-08-27,CDI,B,2020-08-27T21:09:28.670Z,2022-01-30T02:47:23.303Z
186,46,NKC-S-004,AG-NKC-S-004-02,Amadou,Koné,Amadou Koné,M,1986-02-01,8603507492,WOLOF,+22223140558,amadou.koné@nafadpay.mr,CASHIER,INACTIVE,2021-12-08,CDI,D,2021-12-08T09:34:33.830Z,2024-04-22T14:41:08.791Z
187,47,NKC-S-005,AG-NKC-S-005-01,Abdel Kader,Cissé,Abdel Kader Cissé,M,1974-06-12,7403830577,SONINKE,+22249828787,abdel kader.cissé@nafadpay.mr,MANAGER,ACTIVE,2020-01-01,CDI,B,2020-01-01T23:21:27.309Z,2021-09-12T04:11:10.166Z
188,47,NKC-S-005,AG-NKC-S-005-02,Rokaya,Mint Khatri,Rokaya Mint Khatri,F,1993-06-03,9303471007,MAURE,+22247093003,rokaya.mintkhatri@nafadpay.mr,CASHIER,INACTIVE,2020-08-08,CDI,C,2020-08-08T14:11:06.558Z,2024-09-29T19:43:27.291Z
189,47,NKC-S-005,AG-NKC-S-005-03,Hacen,Koné,Hacen Koné,M,1972-12-12,7203390082,PEUL,+22241499591,hacen.koné@nafadpay.mr,CASHIER,ACTIVE,2020-03-06,CDI,C,2020-03-06T05:07:31.636Z,2022-07-05T22:13:05.464Z
190,48,NKC-S-006,AG-NKC-S-006-01,Hafsata,Yatabaré,Hafsata Yatabaré,F,1999-04-15,9903743308,PEUL,+22222251567,hafsata.yatabaré@nafadpay.mr,MANAGER,ACTIVE,2023-08-13,STAGE,A,2023-08-13T05:10:39.579Z,2023-10-14T03:56:43.388Z
191,48,NKC-S-006,AG-NKC-S-006-02,Mokhtar,Sarr,Mokhtar Sarr,M,1985-07-15,8503053329,PEUL,+22224793879,mokhtar.sarr@nafadpay.mr,CASHIER,ACTIVE,2023-05-17,STAGE,C,2023-05-17T22:46:03.193Z,2024-11-01T10:24:49.602Z
192,48,NKC-S-006,AG-NKC-S-006-03,Leila,Mint El Ghassem,Leila Mint El Ghassem,F,1985-01-28,8503802376,MAURE,+22224131495,leila.mintelghassem@nafadpay.mr,CASHIER,INACTIVE,2020-03-30,STAGE,C,2020-03-30T07:40:26.422Z,2023-11-15T14:02:33.031Z
193,48,NKC-S-006,AG-NKC-S-006-04,Lehbib,Ould Isselmou,Lehbib Ould Isselmou,M,1975-04-13,7503447279,MAURE,+22223987934,lehbib.ouldisselmou@nafadpay.mr,CASHIER,ACTIVE,2021-05-28,CDD,D,2021-05-28T20:42:48.260Z,2023-09-08T02:32:10.894Z
194,49,NKC-S-007,AG-NKC-S-007-01,Yacine,Sarr,Yacine Sarr,F,1990-06-02,9003888196,PEUL,+22223349219,yacine.sarr@nafadpay.mr,MANAGER,ACTIVE,2021-05-29,CDD,B,2021-05-29T08:57:23.372Z,2024-08-12T12:32:29.777Z
195,49,NKC-S-007,AG-NKC-S-007-02,Habiba,Mint Lemrabott,Habiba Mint Lemrabott,F,1976-11-18,7603059381,MAURE,+22237566496,habiba.mintlemrabott@nafadpay.mr,CASHIER,ACTIVE,2022-07-13,CDD,D,2022-07-13T18:40:05.620Z,2023-05-29T06:31:12.813Z
196,49,NKC-S-007,AG-NKC-S-007-03,Djibril,Fofana,Djibril Fofana,M,1973-01-03,7303465491,PEUL,+22237962020,djibril.fofana@nafadpay.mr,CASHIER,ACTIVE,2020-10-15,CDD,C,2020-10-15T12:33:16.110Z,2024-05-31T10:16:42.263Z
197,49,NKC-S-007,AG-NKC-S-007-04,Mountaga,Bâ,Mountaga Bâ,M,1998-11-15,9803786674,PEUL,+22225797858,mountaga.bâ@nafadpay.mr,CASHIER,ACTIVE,2023-02-04,STAGE,D,2023-02-04T23:50:35.056Z,2024-02-06T19:20:13.206Z
198,49,NKC-S-007,AG-NKC-S-007-05,Diahara,Bah,Diahara Bah,F,1999-06-06,9903173686,PEUL,+22248188085,diahara.bah@nafadpay.mr,CASHIER,ACTIVE,2021-10-10,STAGE,E,2021-10-10T06:23:37.398Z,2022-09-23T15:57:35.459Z
199,49,NKC-S-007,AG-NKC-S-007-06,Khadijetou,Mint El Ghassem,Khadijetou Mint El Ghassem,F,1992-11-08,9203956127,MAURE,+22236027302,khadijetou.mintelghassem@nafadpay.mr,CASHIER,ACTIVE,2022-12-12,CDI,C,2022-12-12T02:16:34.816Z,2023-06-22T04:13:27.943Z
200,50,NKC-S-008,AG-NKC-S-008-01,Kéba,Ndiaye,Kéba Ndiaye,M,1988-03-10,8803510713,WOLOF,+22248010599,kéba.ndiaye@nafadpay.mr,MANAGER,ACTIVE,2021-03-07,CDI,A,2021-03-07T07:10:39.414Z,2023-01-06T18:57:52.072Z
201,50,NKC-S-008,AG-NKC-S-008-02,Halima,Mint Hamoud,Halima Mint Hamoud,F,1981-10-18,8103847629,MAURE,+22223762223,halima.minthamoud@nafadpay.mr,CASHIER,ACTIVE,2021-09-23,CDD,C,2021-09-23T22:20:16.877Z,2024-09-21T04:31:22.895Z
202,50,NKC-S-008,AG-NKC-S-008-03,Defa,Mint Cheikh,Defa Mint Cheikh,F,1971-11-20,7103077960,MAURE,+22236177028,defa.mintcheikh@nafadpay.mr,CASHIER,ACTIVE,2023-10-31,STAGE,C,2023-10-31T14:58:51.257Z,2024-07-16T00:17:32.647Z
203,50,NKC-S-008,AG-NKC-S-008-04,Aminetou,Mint Moulaye,Aminetou Mint Moulaye,F,1980-05-24,8003451607,MAURE,+22225133721,aminetou.mintmoulaye@nafadpay.mr,CASHIER,ACTIVE,2020-01-01,CDI,E,2020-01-01T01:35:52.035Z,2022-07-12T13:52:19.824Z
204,51,NKC-S-009,AG-NKC-S-009-01,Saidou,Dia,Saidou Dia,M,1970-10-26,7003356330,PEUL,+22242740756,saidou.dia@nafadpay.mr,MANAGER,ACTIVE,2022-11-18,STAGE,A,2022-11-18T15:42:43.427Z,2024-04-16T01:53:05.897Z
205,51,NKC-S-009,AG-NKC-S-009-02,Siaka,Dramé,Siaka Dramé,M,1973-11-18,7303059906,PEUL,+22224460044,siaka.dramé@nafadpay.mr,CASHIER,ACTIVE,2020-06-29,CDI,D,2020-06-29T14:01:39.557Z,2022-01-28T16:06:08.991Z
206,51,NKC-S-009,AG-NKC-S-009-03,Hamadi,Tall,Hamadi Tall,M,1988-09-18,8803718308,PEUL,+22224733029,hamadi.tall@nafadpay.mr,CASHIER,ACTIVE,2021-06-04,STAGE,C,2021-06-04T13:37:44.814Z,2022-10-03T03:25:42.168Z
207,52,NKC-S-010,AG-NKC-S-010-01,Aicha,Mint Messoud,Aicha Mint Messoud,F,1971-05-19,7103285422,MAURE,+22237159785,aicha.mintmessoud@nafadpay.mr,MANAGER,ACTIVE,2022-05-04,STAGE,A,2022-05-04T03:00:43.913Z,2022-12-19T21:18:53.219Z
208,52,NKC-S-010,AG-NKC-S-010-02,Mohamed Vall,Koita,Mohamed Vall Koita,M,1986-06-06,8603601699,SONINKE,+22224493258,mohamed vall.koita@nafadpay.mr,CASHIER,ACTIVE,2023-09-10,CDD,E,2023-09-10T20:26:22.253Z,2024-11-21T05:22:11.101Z
209,52,NKC-S-010,AG-NKC-S-010-03,Fallou,Diop,Fallou Diop,M,1979-09-15,7903764400,WOLOF,+22236930573,fallou.diop@nafadpay.mr,CASHIER,ACTIVE,2023-05-27,CDI,D,2023-05-27T18:21:14.295Z,2023-07-02T16:35:54.718Z
210,52,NKC-S-010,AG-NKC-S-010-04,Nagi,Ould Hadrami,Nagi Ould Hadrami,M,1977-07-13,7703215803,MAURE,+22224695528,nagi.ouldhadrami@nafadpay.mr,CASHIER,ACTIVE,2021-01-15,CDI,D,2021-01-15T11:19:40.908Z,2024-06-28T09:11:50.474Z
211,53,NKC-S-011,AG-NKC-S-011-01,Naha,Mint Horma,Naha Mint Horma,F,1985-12-07,8503206497,MAURE,+22233036749,naha.minthorma@nafadpay.mr,MANAGER,INACTIVE,2021-11-11,CDD,B,2021-11-11T08:47:15.203Z,2021-12-04T11:43:24.047Z
212,53,NKC-S-011,AG-NKC-S-011-02,Halima,Bâ,Halima Bâ,F,1985-07-14,8503174840,PEUL,+22243382580,halima.bâ@nafadpay.mr,CASHIER,ACTIVE,2023-10-18,STAGE,C,2023-10-18T07:04:01.343Z,2024-07-27T07:37:17.153Z
213,53,NKC-S-011,AG-NKC-S-011-03,Alioune,Bathily,Alioune Bathily,M,1999-12-08,9903624564,SONINKE,+22249427315,alioune.bathily@nafadpay.mr,CASHIER,ACTIVE,2021-12-22,STAGE,E,2021-12-22T18:15:29.698Z,2023-08-30T04:37:02.168Z
214,53,NKC-S-011,AG-NKC-S-011-04,Rokhaya,Ba,Rokhaya Ba,F,1989-03-17,8903300867,SONINKE,+22235788695,rokhaya.ba@nafadpay.mr,CASHIER,ACTIVE,2023-08-21,CDD,E,2023-08-21T03:15:32.411Z,2024-12-26T06:00:19.839Z
215,54,NKC-S-012,AG-NKC-S-012-01,Mariem,Mint Brahim,Mariem Mint Brahim,F,1986-05-06,8603223217,MAURE,+22222702293,mariem.mintbrahim@nafadpay.mr,MANAGER,ACTIVE,2020-07-25,STAGE,A,2020-07-25T20:43:57.482Z,2021-12-27T06:09:37.753Z
216,54,NKC-S-012,AG-NKC-S-012-02,Mohamed Mahmoud,Ba,Mohamed Mahmoud Ba,M,1988-08-15,8803096992,PEUL,+22236457383,mohamed mahmoud.ba@nafadpay.mr,CASHIER,ACTIVE,2022-10-30,STAGE,E,2022-10-30T10:45:33.182Z,2023-08-02T19:50:51.748Z
217,54,NKC-S-012,AG-NKC-S-012-03,Yacoub,Ould Taleb,Yacoub Ould Taleb,M,1986-01-14,8603005327,MAURE,+22242468398,yacoub.ouldtaleb@nafadpay.mr,CASHIER,ACTIVE,2020-10-02,CDI,E,2020-10-02T15:20:17.371Z,2024-09-23T08:36:06.985Z
218,54,NKC-S-012,AG-NKC-S-012-04,Tourad,Ould Hadrami,Tourad Ould Hadrami,M,2000-05-04,0003070291,MAURE,+22235915799,tourad.ouldhadrami@nafadpay.mr,CASHIER,ACTIVE,2021-06-30,CDI,D,2021-06-30T22:29:42.471Z,2023-09-22T02:08:07.747Z
219,54,NKC-S-012,AG-NKC-S-012-05,Habiboullah,Ould Khalil,Habiboullah Ould Khalil,M,1988-09-08,8803853915,MAURE,+22235134388,habiboullah.ouldkhalil@nafadpay.mr,CASHIER,ACTIVE,2020-01-03,CDI,C,2020-01-03T01:59:35.884Z,2023-07-25T17:49:53.961Z
220,54,NKC-S-012,AG-NKC-S-012-06,Fatou,Sakho,Fatou Sakho,F,1995-08-06,9503688526,PEUL,+22233122414,fatou.sakho@nafadpay.mr,CASHIER,ACTIVE,2023-12-23,CDD,E,2023-12-23T11:36:34.720Z,2024-06-25T13:16:51.527Z
221,55,NKC-S-013,AG-NKC-S-013-01,Sidi Ahmed,Ould Moulaye,Sidi Ahmed Ould Moulaye,M,1995-08-16,9503596344,MAURE,+22237671124,sidi ahmed.ouldmoulaye@nafadpay.mr,MANAGER,ACTIVE,2021-07-28,CDI,A,2021-07-28T02:24:18.070Z,2023-12-04T10:32:41.300Z
222,55,NKC-S-013,AG-NKC-S-013-02,Fatoumata,Niang,Fatoumata Niang,F,1994-06-13,9403242712,PEUL,+22232972783,fatoumata.niang@nafadpay.mr,CASHIER,ACTIVE,2020-09-10,CDI,D,2020-09-10T03:38:20.938Z,2024-06-28T11:48:22.093Z
223,55,NKC-S-013,AG-NKC-S-013-03,Hafsata,Mint El Mamy,Hafsata Mint El Mamy,F,1980-10-24,8003663073,MAURE,+22224597131,hafsata.mintelmamy@nafadpay.mr,CASHIER,ACTIVE,2021-11-06,CDI,C,2021-11-06T08:58:08.975Z,2021-11-27T21:29:31.702Z
224,55,NKC-S-013,AG-NKC-S-013-04,Hacen,Ould Wedadi,Hacen Ould Wedadi,M,1974-03-21,7403646134,MAURE,+22244481310,hacen.ouldwedadi@nafadpay.mr,CASHIER,ACTIVE,2020-10-27,CDD,D,2020-10-27T14:37:05.663Z,2024-04-23T21:36:54.645Z
225,55,NKC-S-013,AG-NKC-S-013-05,Saadbouh,Yatabaré,Saadbouh Yatabaré,M,1992-06-20,9203058737,PEUL,+22242533718,saadbouh.yatabaré@nafadpay.mr,CASHIER,ACTIVE,2020-07-25,CDI,E,2020-07-25T14:24:00.010Z,2024-10-31T23:54:18.936Z
226,56,NKC-S-014,AG-NKC-S-014-01,Maloum,Ould Abdallah,Maloum Ould Abdallah,M,1998-01-23,9803922755,MAURE,+22234396351,maloum.ouldabdallah@nafadpay.mr,MANAGER,ACTIVE,2022-09-26,STAGE,B,2022-09-26T09:08:36.208Z,2024-09-10T08:21:58.730Z
227,56,NKC-S-014,AG-NKC-S-014-02,Ethmane,Ould Mahmoud,Ethmane Ould Mahmoud,M,1998-12-18,9803539298,MAURE,+22225455759,ethmane.ouldmahmoud@nafadpay.mr,CASHIER,ACTIVE,2022-04-18,STAGE,E,2022-04-18T03:52:05.379Z,2022-11-06T00:20:52.106Z
228,56,NKC-S-014,AG-NKC-S-014-03,Mahfoudh,Ould Taleb,Mahfoudh Ould Taleb,M,2000-06-02,0003472882,MAURE,+22236594045,mahfoudh.ouldtaleb@nafadpay.mr,CASHIER,INACTIVE,2022-03-17,STAGE,D,2022-03-17T15:02:14.041Z,2023-06-11T07:13:54.370Z
229,56,NKC-S-014,AG-NKC-S-014-04,Kiné,Diakité,Kiné Diakité,F,1999-10-05,9903495278,SONINKE,+22224820908,kiné.diakité@nafadpay.mr,CASHIER,ACTIVE,2020-10-28,CDI,D,2020-10-28T21:04:39.246Z,2020-11-19T06:53:53.900Z
230,57,NKC-S-015,AG-NKC-S-015-01,Boubacar,Doucouré,Boubacar Doucouré,M,1980-04-03,8003450381,WOLOF,+22237875240,boubacar.doucouré@nafadpay.mr,MANAGER,ACTIVE,2022-10-19,CDI,B,2022-10-19T17:49:47.828Z,2024-01-13T04:10:19.095Z
231,57,NKC-S-015,AG-NKC-S-015-02,Adja,Camara,Adja Camara,F,1982-09-23,8203167096,PEUL,+22236447424,adja.camara@nafadpay.mr,CASHIER,ACTIVE,2021-02-11,STAGE,C,2021-02-11T10:47:40.657Z,2024-12-20T02:29:43.208Z
232,57,NKC-S-015,AG-NKC-S-015-03,Ndongo,Diallo,Ndongo Diallo,M,1996-09-26,9603626686,PEUL,+22235755588,ndongo.diallo@nafadpay.mr,CASHIER,ACTIVE,2020-01-01,CDD,E,2020-01-01T07:44:43.640Z,2020-01-28T02:00:10.751Z
233,57,NKC-S-015,AG-NKC-S-015-04,Lassana,Kane,Lassana Kane,M,1970-04-15,7003301587,SONINKE,+22244275019,lassana.kane@nafadpay.mr,CASHIER,INACTIVE,2022-10-11,CDI,E,2022-10-11T13:34:21.817Z,2024-10-29T05:13:52.691Z
234,58,NDB-001,AG-NDB-001-01,Mariama,Mbaye,Mariama Mbaye,F,1999-12-24,9904888422,PEUL,+22241396493,mariama.mbaye@nafadpay.mr,MANAGER,ACTIVE,2023-09-27,STAGE,A,2023-09-27T13:25:06.143Z,2024-02-18T17:32:32.373Z
235,58,NDB-001,AG-NDB-001-02,El Hacen,Ould Mokhtar,El Hacen Ould Mokhtar,M,1970-07-01,7004056541,MAURE,+22225032703,el hacen.ouldmokhtar@nafadpay.mr,CASHIER,ACTIVE,2022-02-23,STAGE,D,2022-02-23T09:35:32.933Z,2022-04-01T17:48:37.559Z
236,59,NDB-002,AG-NDB-002-01,Bilal,Ould Sidi,Bilal Ould Sidi,M,1998-01-05,9804130005,MAURE,+22235806589,bilal.ouldsidi@nafadpay.mr,MANAGER,ACTIVE,2023-05-07,STAGE,B,2023-05-07T19:38:40.842Z,2024-05-02T00:07:32.144Z
237,59,NDB-002,AG-NDB-002-02,Aziza,Mint Nagi,Aziza Mint Nagi,F,1998-04-24,9804592333,MAURE,+22222178772,aziza.mintnagi@nafadpay.mr,CASHIER,ACTIVE,2022-02-11,CDI,D,2022-02-11T13:57:34.476Z,2022-06-20T03:42:46.482Z
238,59,NDB-002,AG-NDB-002-03,Bilal,Thiam,Bilal Thiam,M,1977-06-17,7704605919,WOLOF,+22224484672,bilal.thiam@nafadpay.mr,CASHIER,ACTIVE,2022-09-09,STAGE,C,2022-09-09T01:25:03.552Z,2023-04-22T23:28:01.439Z
239,59,NDB-002,AG-NDB-002-04,El Khalil,Ould Mahmoud,El Khalil Ould Mahmoud,M,1972-07-01,7204499689,MAURE,+22223932247,el khalil.ouldmahmoud@nafadpay.mr,CASHIER,ACTIVE,2020-04-13,STAGE,E,2020-04-13T22:54:37.297Z,2023-06-22T06:34:04.042Z
240,59,NDB-002,AG-NDB-002-05,Limam,Ould Horma,Limam Ould Horma,M,1980-11-27,8004046990,MAURE,+22248559419,limam.ouldhorma@nafadpay.mr,CASHIER,ACTIVE,2020-01-31,STAGE,C,2020-01-31T12:14:39.964Z,2022-04-17T04:19:46.585Z
241,59,NDB-002,AG-NDB-002-06,Cheikh,Ould El Ghassem,Cheikh Ould El Ghassem,M,1978-12-21,7804174810,MAURE,+22224523833,cheikh.ouldelghassem@nafadpay.mr,CASHIER,INACTIVE,2023-04-17,CDI,C,2023-04-17T00:29:28.421Z,2024-07-14T04:48:01.102Z
242,60,NDB-003,AG-NDB-003-01,Naima,Mint Abdel Kader,Naima Mint Abdel Kader,F,1972-10-14,7204599466,MAURE,+22225653814,naima.mintabdelkader@nafadpay.mr,MANAGER,ACTIVE,2022-07-04,CDI,B,2022-07-04T02:53:23.097Z,2024-10-20T09:02:35.922Z
243,60,NDB-003,AG-NDB-003-02,Salka,Mint Vadel,Salka Mint Vadel,F,1973-09-16,7304526827,MAURE,+22246639247,salka.mintvadel@nafadpay.mr,CASHIER,ACTIVE,2023-05-05,CDD,E,2023-05-05T01:58:24.286Z,2023-10-10T02:59:23.744Z
244,60,NDB-003,AG-NDB-003-03,Kelthoum,Wane,Kelthoum Wane,F,1980-02-18,8004266871,PEUL,+22224404775,kelthoum.wane@nafadpay.mr,CASHIER,ACTIVE,2020-02-11,CDI,E,2020-02-11T20:46:08.796Z,2020-07-29T03:33:28.997Z
245,60,NDB-003,AG-NDB-003-04,Gaoussou,Sall,Gaoussou Sall,M,1987-10-18,8704017951,WOLOF,+22235693952,gaoussou.sall@nafadpay.mr,CASHIER,ACTIVE,2022-07-19,STAGE,C,2022-07-19T16:37:55.285Z,2023-08-09T23:45:42.689Z
246,60,NDB-003,AG-NDB-003-05,Nouh,Ould Dah,Nouh Ould Dah,M,1970-08-07,7004858260,MAURE,+22247368525,nouh.oulddah@nafadpay.mr,CASHIER,ACTIVE,2021-11-06,CDD,C,2021-11-06T10:10:37.800Z,2023-03-18T17:58:25.470Z
247,60,NDB-003,AG-NDB-003-06,Cheikh Sidiya,Ould Khalil,Cheikh Sidiya Ould Khalil,M,1992-05-06,9204149100,MAURE,+22246899369,cheikh sidiya.ouldkhalil@nafadpay.mr,CASHIER,ACTIVE,2020-06-09,CDD,E,2020-06-09T08:58:38.535Z,2023-06-06T18:58:32.677Z
248,61,NDB-004,AG-NDB-004-01,Abdellahi,Ndour,Abdellahi Ndour,M,1997-01-28,9704472744,SONINKE,+22223333424,abdellahi.ndour@nafadpay.mr,MANAGER,ACTIVE,2022-10-01,STAGE,A,2022-10-01T23:20:11.945Z,2024-05-11T06:05:36.188Z
249,61,NDB-004,AG-NDB-004-02,Zahra,Mint Brahim,Zahra Mint Brahim,F,1998-10-13,9804833713,MAURE,+22222829317,zahra.mintbrahim@nafadpay.mr,CASHIER,ACTIVE,2022-09-22,CDI,E,2022-09-22T15:15:12.488Z,2024-01-28T00:27:25.982Z
250,62,NDB-005,AG-NDB-005-01,Hamoud,Ould Mohamed,Hamoud Ould Mohamed,M,1995-07-23,9504284530,MAURE,+22222469951,hamoud.ouldmohamed@nafadpay.mr,MANAGER,ACTIVE,2021-12-22,STAGE,A,2021-12-22T00:22:12.483Z,2023-02-25T04:15:39.597Z
251,62,NDB-005,AG-NDB-005-02,Mokhtar,Thiaw,Mokhtar Thiaw,M,1973-04-21,7304371027,WOLOF,+22223098535,mokhtar.thiaw@nafadpay.mr,CASHIER,ACTIVE,2021-08-07,CDI,C,2021-08-07T16:18:47.601Z,2023-03-16T18:18:16.127Z
252,62,NDB-005,AG-NDB-005-03,Mahmoud,Ould Vall,Mahmoud Ould Vall,M,1976-10-06,7604371211,MAURE,+22232369490,mahmoud.ouldvall@nafadpay.mr,CASHIER,ACTIVE,2021-04-19,CDI,C,2021-04-19T14:08:31.267Z,2024-08-19T23:26:01.065Z
253,62,NDB-005,AG-NDB-005-04,Mahjouba,Mint Dah,Mahjouba Mint Dah,F,1983-05-01,8304355895,MAURE,+22224684746,mahjouba.mintdah@nafadpay.mr,CASHIER,ACTIVE,2023-05-09,CDI,E,2023-05-09T17:19:23.597Z,2024-12-10T04:10:31.248Z
254,63,NDB-006,AG-NDB-006-01,Bintou,Thiam,Bintou Thiam,F,1979-11-27,7904988319,SONINKE,+22225618381,bintou.thiam@nafadpay.mr,MANAGER,ACTIVE,2022-12-25,STAGE,A,2022-12-25T00:13:08.587Z,2024-04-24T10:09:06.422Z
255,63,NDB-006,AG-NDB-006-02,Cheikh,Wane,Cheikh Wane,M,1995-12-23,9504925802,WOLOF,+22225824789,cheikh.wane@nafadpay.mr,CASHIER,ACTIVE,2022-12-12,STAGE,D,2022-12-12T10:28:35.379Z,2023-02-20T05:20:12.199Z
256,64,NDB-007,AG-NDB-007-01,Mohamed Yahya,Mbow,Mohamed Yahya Mbow,M,1992-06-04,9204867501,SONINKE,+22236805955,mohamed yahya.mbow@nafadpay.mr,MANAGER,ACTIVE,2021-02-10,STAGE,A,2021-02-10T22:45:07.840Z,2023-11-28T13:54:09.787Z
257,64,NDB-007,AG-NDB-007-02,Boubacar,Diallo,Boubacar Diallo,M,1990-10-26,9004025617,SONINKE,+22235984147,boubacar.diallo@nafadpay.mr,CASHIER,ACTIVE,2020-05-19,CDI,D,2020-05-19T21:58:29.395Z,2020-05-27T03:47:43.301Z
258,64,NDB-007,AG-NDB-007-03,Mariem,Mint El Mokhtar,Mariem Mint El Mokhtar,F,1989-10-01,8904123894,MAURE,+22224837704,mariem.mintelmokhtar@nafadpay.mr,CASHIER,ACTIVE,2023-09-09,CDD,C,2023-09-09T06:50:11.918Z,2023-10-15T18:05:25.729Z
259,65,NDB-008,AG-NDB-008-01,Ahmed,Ould Wedadi,Ahmed Ould Wedadi,M,1997-05-13,9704434045,MAURE,+22234349937,ahmed.ouldwedadi@nafadpay.mr,MANAGER,ACTIVE,2022-10-10,STAGE,A,2022-10-10T21:17:15.447Z,2023-09-28T13:01:12.785Z
260,65,NDB-008,AG-NDB-008-02,Salem,Ould Isselmou,Salem Ould Isselmou,M,1981-02-21,8104856877,MAURE,+22223095897,salem.ouldisselmou@nafadpay.mr,CASHIER,ACTIVE,2021-02-25,CDI,C,2021-02-25T06:41:17.669Z,2022-08-26T23:51:28.754Z
261,65,NDB-008,AG-NDB-008-03,Isselmou,Anne,Isselmou Anne,M,1979-03-05,7904951140,PEUL,+22236852123,isselmou.anne@nafadpay.mr,CASHIER,INACTIVE,2022-09-16,CDI,E,2022-09-16T10:51:54.299Z,2023-03-06T06:09:01.849Z
262,65,NDB-008,AG-NDB-008-04,Khalil,Ould Moulaye,Khalil Ould Moulaye,M,1996-02-14,9604376083,MAURE,+22222834190,khalil.ouldmoulaye@nafadpay.mr,CASHIER,ACTIVE,2020-12-12,CDD,C,2020-12-12T10:02:47.761Z,2023-07-24T03:30:04.744Z
263,66,NDB-009,AG-NDB-009-01,Sidi,Kane,Sidi Kane,M,2000-10-04,0004774158,SONINKE,+22224248807,sidi.kane@nafadpay.mr,MANAGER,ACTIVE,2023-04-13,CDD,B,2023-04-13T01:00:00.600Z,2024-01-19T19:03:05.891Z
264,66,NDB-009,AG-NDB-009-02,Saadbouh,Ould Hamadi,Saadbouh Ould Hamadi,M,1973-12-23,7304218410,MAURE,+22232201116,saadbouh.ouldhamadi@nafadpay.mr,CASHIER,ACTIVE,2023-10-26,CDI,E,2023-10-26T13:50:48.722Z,2024-04-17T09:44:32.385Z
265,67,NDB-010,AG-NDB-010-01,Saad,Diakité,Saad Diakité,M,1979-05-22,7904203926,PEUL,+22248549866,saad.diakité@nafadpay.mr,MANAGER,ACTIVE,2022-05-22,CDD,B,2022-05-22T23:57:33.789Z,2024-08-11T21:09:56.486Z
266,67,NDB-010,AG-NDB-010-02,Khadija,Mint Brahim,Khadija Mint Brahim,F,1980-08-25,8004310343,MAURE,+22223296561,khadija.mintbrahim@nafadpay.mr,CASHIER,ACTIVE,2023-12-03,CDD,C,2023-12-03T17:40:07.086Z,2024-05-15T11:08:36.855Z
267,68,NDB-011,AG-NDB-011-01,Tidiane,Diop,Tidiane Diop,M,1979-08-20,7904143402,SONINKE,+22224216582,tidiane.diop@nafadpay.mr,MANAGER,ACTIVE,2021-12-27,STAGE,A,2021-12-27T05:29:45.701Z,2022-03-29T00:23:04.415Z
268,68,NDB-011,AG-NDB-011-02,Tiémoko,Diarra,Tiémoko Diarra,M,1973-04-20,7304930130,PEUL,+22225372728,tiémoko.diarra@nafadpay.mr,CASHIER,INACTIVE,2021-11-14,CDI,E,2021-11-14T10:05:14.061Z,2022-06-02T05:10:39.802Z
269,68,NDB-011,AG-NDB-011-03,Vall,Ould Ahmedou,Vall Ould Ahmedou,M,1986-08-19,8604279590,MAURE,+22225372435,vall.ouldahmedou@nafadpay.mr,CASHIER,ACTIVE,2022-08-24,CDD,C,2022-08-24T19:25:30.053Z,2023-11-26T14:25:36.971Z
270,68,NDB-011,AG-NDB-011-04,Hawa,Mint Salem,Hawa Mint Salem,F,1978-02-15,7804271728,MAURE,+22223620896,hawa.mintsalem@nafadpay.mr,CASHIER,ACTIVE,2022-08-22,CDI,E,2022-08-22T09:03:52.162Z,2024-07-25T17:02:56.710Z
271,68,NDB-011,AG-NDB-011-05,Sira,Touré,Sira Touré,F,1972-05-22,7204479597,PEUL,+22225173048,sira.touré@nafadpay.mr,CASHIER,ACTIVE,2023-04-28,STAGE,E,2023-04-28T15:43:17.744Z,2024-04-20T00:57:13.896Z
272,68,NDB-011,AG-NDB-011-06,Sidi Ahmed,Ly,Sidi Ahmed Ly,M,1998-12-08,9804593299,SONINKE,+22247359825,sidi ahmed.ly@nafadpay.mr,CASHIER,ACTIVE,2022-08-22,CDD,C,2022-08-22T04:46:33.082Z,2023-12-23T23:03:26.659Z
