id,code,mcc,name,category_code,category_label,owner_first_name,owner_last_name,owner_full_name,owner_gender,owner_ethnicity,phone,email,wilaya_id,wilaya_name,moughataa_id,moughataa_name,address,latitude,longitude,commission_rate,avg_transaction_min,avg_transaction_max,status,registration_date,created_at,updated_at
154,MRC295821,5812,undefined Al Madina Gorgol,RST,,Khadijetou,Mint El Ghassem,Khadijetou Mint El Ghassem,F,MAURE,+22243741315,undefinedalmadi@nafadpay.mr,7,Gorgol,22,,5 Avenue de la Paix,NaN,NaN,0.0078,300,5000,ACTIVE,2024-10-17,2024-10-17T08:17:39.247Z,2024-10-31T06:13:05.917Z
155,MRC436143,5651,undefined Plus Nouakchott-Ouest,HAB,,Yaya,Thiam,Yaya Thiam,M,PEUL,+22234502058,undefinedplusno@nafadpay.mr,2,Nouakchott-Ouest,6,,118 Avenue Principale,NaN,NaN,0.0173,2000,30000,INACTIVE,2022-06-17,2022-06-17T09:57:16.572Z,2022-09-06T01:16:47.809Z
156,MRC482796,5411,undefined de la Corniche Brakna,ALM,,Ahmed Baba,Koita,Ahmed Baba Koita,M,WOLOF,+22233606899,undefineddelaco@nafadpay.mr,6,Brakna,18,,100 Avenue du Commerce,NaN,NaN,0.0247,200,5000,INACTIVE,2022-03-16,2022-03-16T06:26:42.607Z,2023-04-17T03:22:31.641Z
157,MRC031403,4812,undefined El Khair Trarza,TEL,,Lassana,Dia,Lassana Dia,M,PEUL,+22222427134,undefinedelkhai@nafadpay.mr,5,Trarza,16,,159 Avenue du Commerce,NaN,NaN,0.0121,500,10000,ACTIVE,2024-09-09,2024-09-09T11:34:33.229Z,2024-09-17T20:01:57.955Z
158,MRC050830,5812,undefined El Wafa Nouakchott-Ouest,RST,,Coumba,Sy,Coumba Sy,F,PEUL,+22245741315,undefinedelwafa@nafadpay.mr,2,Nouakchott-Ouest,4,,177 Avenue Gamal,NaN,NaN,0.024,300,5000,ACTIVE,2022-04-06,2022-04-06T23:12:42.373Z,2024-01-29T11:45:49.001Z
159,MRC840543,5411,undefined Capital Nouakchott-Ouest,ALM,,Youssouf,Ould Wedadi,Youssouf Ould Wedadi,M,MAURE,+22223391069,undefinedcapita@nafadpay.mr,2,Nouakchott-Ouest,5,,56 Avenue Gamal,NaN,NaN,0.0186,200,5000,ACTIVE,2022-10-16,2022-10-16T14:18:21.900Z,2023-11-23T13:08:36.423Z
160,MRC071153,4121,undefined Essalem Nouakchott-Ouest,TRN,,Makan,Diarra,Makan Diarra,M,SONINKE,+22233130075,undefinedessale@nafadpay.mr,2,Nouakchott-Ouest,6,,160 Avenue du Commerce,NaN,NaN,0.0174,200,3000,ACTIVE,2022-06-30,2022-06-30T05:34:24.679Z,2023-12-16T09:53:44.991Z
161,MRC963225,4812,undefined El Mouna Nouakchott-Ouest,TEL,,Sidiki,Koita,Sidiki Koita,M,WOLOF,+22225022127,undefinedelmoun@nafadpay.mr,2,Nouakchott-Ouest,6,,12 Avenue du Commerce,NaN,NaN,0.0286,500,10000,INACTIVE,2024-12-26,2024-12-26T08:47:23.973Z,2024-12-29T07:18:23.366Z
162,MRC337452,5411,undefined El Khair Nouakchott-Sud,ALM,,Mohamed Yahya,Ould Taleb,Mohamed Yahya Ould Taleb,M,MAURE,+22247335765,undefinedelkhai@nafadpay.mr,3,Nouakchott-Sud,7,,163 Avenue du Commerce,NaN,NaN,0.0054,200,5000,ACTIVE,2023-04-16,2023-04-16T10:16:27.841Z,2024-03-09T14:24:14.441Z
163,MRC905672,5541,undefined Plus Dakhlet Nouadhibou,CRB,,Tiémoko,Koné,Tiémoko Koné,M,PEUL,+22224794561,undefinedplusda@nafadpay.mr,4,Dakhlet Nouadhibou,10,,13 Avenue Principale,NaN,NaN,0.0096,1000,20000,ACTIVE,2021-06-10,2021-06-10T03:24:23.014Z,2021-06-30T04:07:32.286Z
164,MRC974525,5411,undefined Teyarett Trarza,ALM,,Zahra,Mint Abeih,Zahra Mint Abeih,F,MAURE,+22222289194,undefinedteyare@nafadpay.mr,5,Trarza,12,,178 Avenue du Commerce,NaN,NaN,0.0058,200,5000,ACTIVE,2024-06-26,2024-06-26T19:53:50.162Z,2024-09-20T14:46:24.894Z
165,MRC433297,5411,undefined Capital Nouakchott-Nord,ALM,,Boubacar,Ould Horma,Boubacar Ould Horma,M,MAURE,+22225106786,undefinedcapita@nafadpay.mr,1,Nouakchott-Nord,3,,144 Avenue Nasser,NaN,NaN,0.0159,200,5000,ACTIVE,2022-03-23,2022-03-23T06:58:45.856Z,2022-07-01T04:14:37.793Z
166,MRC280744,5812,undefined de Nouakchott Trarza,RST,,Mokhtar,Ould Wedadi,Mokhtar Ould Wedadi,M,MAURE,+22248741315,undefineddenoua@nafadpay.mr,5,Trarza,11,,89 Avenue du Commerce,NaN,NaN,0.0183,300,5000,INACTIVE,2023-05-23,2023-05-23T09:37:06.785Z,2024-01-30T01:42:33.124Z
167,MRC734159,5411,undefined Al Amane Nouakchott-Sud,ALM,,Oumou,Bah,Oumou Bah,F,SONINKE,+22247741315,undefinedalaman@nafadpay.mr,3,Nouakchott-Sud,8,,16 Avenue de la Paix,NaN,NaN,0.028,200,5000,ACTIVE,2024-01-25,2024-01-25T15:53:38.984Z,2024-02-01T18:00:45.811Z
168,MRC372549,5411,undefined Al Amane Nouakchott-Nord,ALM,,Sira,Diop,Sira Diop,F,PEUL,+22249741315,undefinedalaman@nafadpay.mr,1,Nouakchott-Nord,2,,199 Avenue de la Paix,NaN,NaN,0.0089,200,5000,ACTIVE,2023-11-17,2023-11-17T01:50:31.389Z,2023-12-06T21:57:19.388Z
169,MRC050107,4812,undefined Al Amane Nouakchott-Nord,TEL,,Malick,Gaye,Malick Gaye,M,SONINKE,+22224741316,undefinedalaman@nafadpay.mr,1,Nouakchott-Nord,3,,23 Avenue Principale,NaN,NaN,0.0172,500,10000,ACTIVE,2024-05-14,2024-05-14T19:00:04.495Z,2024-10-28T09:45:33.289Z
170,MRC417455,5651,undefined du Marché Nouakchott-Nord,HAB,,Khadijetou,Dia,Khadijetou Dia,F,PEUL,+22248583632,undefineddumarc@nafadpay.mr,1,Nouakchott-Nord,3,,146 Avenue Gamal,NaN,NaN,0.0125,2000,30000,INACTIVE,2022-08-24,2022-08-24T07:08:46.983Z,2024-11-28T14:02:13.008Z
171,MRC750104,5411,undefined Capital Dakhlet Nouadhibou,ALM,,Ismaila,Soumaré,Ismaila Soumaré,M,PEUL,+22225249536,undefinedcapita@nafadpay.mr,4,Dakhlet Nouadhibou,10,,147 Avenue Nasser,NaN,NaN,0.0223,200,5000,ACTIVE,2021-03-10,2021-03-10T07:47:50.716Z,2022-06-04T08:32:55.841Z
172,MRC636561,5411,undefined Central Assaba,ALM,,Messoud,Ould El Mokhtar,Messoud Ould El Mokhtar,M,MAURE,+22245819553,undefinedcentra@nafadpay.mr,9,Assaba,33,,15 Avenue Nasser,NaN,NaN,0.0134,200,5000,ACTIVE,2024-06-24,2024-06-24T11:35:46.724Z,2024-09-05T09:35:29.103Z
173,MRC580387,5541,undefined Ksar Trarza,CRB,,Binta,Fall,Binta Fall,F,WOLOF,+22245741316,undefinedksartr@nafadpay.mr,5,Trarza,13,,140 Avenue Principale,NaN,NaN,0.0135,1000,20000,ACTIVE,2022-09-04,2022-09-04T01:23:27.647Z,2024-08-04T17:31:19.395Z
174,MRC934603,5812,undefined Plus Nouakchott-Sud,RST,,Diakaridia,Niang,Diakaridia Niang,M,SONINKE,+22225759388,undefinedplusno@nafadpay.mr,3,Nouakchott-Sud,7,,197 Avenue de la Paix,NaN,NaN,0.0206,300,5000,ACTIVE,2022-02-16,2022-02-16T01:24:48.595Z,2023-01-23T00:02:58.657Z
175,MRC762123,8211,undefined de Nouakchott Brakna,EDU,,El Mokhtar,Mbaye,El Mokhtar Mbaye,M,PEUL,+22234965430,undefineddenoua@nafadpay.mr,6,Brakna,21,,1 Avenue de la Paix,NaN,NaN,0.0114,10000,100000,ACTIVE,2021-06-21,2021-06-21T16:38:24.320Z,2021-10-27T18:09:57.144Z
176,MRC055784,5411,undefined El Khair Nouakchott-Ouest,ALM,,Serigne,Camara,Serigne Camara,M,PEUL,+22223438503,undefinedelkhai@nafadpay.mr,2,Nouakchott-Ouest,6,,20 Avenue Gamal,NaN,NaN,0.0124,200,5000,ACTIVE,2021-06-02,2021-06-02T20:39:05.113Z,2023-03-06T07:55:50.675Z
177,MRC608238,4812,undefined Teyarett Nouakchott-Nord,TEL,,Aissata,Mint Dah,Aissata Mint Dah,F,MAURE,+22246741316,undefinedteyare@nafadpay.mr,1,Nouakchott-Nord,3,,183 Avenue Gamal,NaN,NaN,0.0212,500,10000,ACTIVE,2022-04-22,2022-04-22T18:55:23.325Z,2022-07-02T00:17:23.985Z
178,MRC697989,5411,undefined Central Nouakchott-Ouest,ALM,,Soueidatt,Ndiaye,Soueidatt Ndiaye,M,PEUL,+22222512212,undefinedcentra@nafadpay.mr,2,Nouakchott-Ouest,4,,53 Avenue du Commerce,NaN,NaN,0.0094,200,5000,INACTIVE,2023-12-08,2023-12-08T23:33:30.637Z,2023-12-13T21:32:35.077Z
179,MRC534097,5411,undefined Al Madina Nouakchott-Sud,ALM,,Aissata,Mint Ahmedou,Aissata Mint Ahmedou,F,MAURE,+22246446130,undefinedalmadi@nafadpay.mr,3,Nouakchott-Sud,7,,198 Avenue Principale,NaN,NaN,0.0283,200,5000,ACTIVE,2022-01-24,2022-01-24T22:25:16.939Z,2024-11-17T08:18:03.160Z
180,MRC329106,5411,undefined El Mouna Nouakchott-Nord,ALM,,Cheikh Sidiya,Ndour,Cheikh Sidiya Ndour,M,SONINKE,+22225872489,undefinedelmoun@nafadpay.mr,1,Nouakchott-Nord,2,,80 Avenue Gamal,NaN,NaN,0.0153,200,5000,ACTIVE,2023-09-27,2023-09-27T16:01:49.656Z,2024-10-26T01:59:08.306Z
181,MRC652807,5999,undefined de la Corniche Nouakchott-Ouest,AUT,,Bakary,Thiam,Bakary Thiam,M,WOLOF,+22223746802,undefineddelaco@nafadpay.mr,2,Nouakchott-Ouest,5,,135 Avenue Nasser,NaN,NaN,0.0063,500,50000,INACTIVE,2022-06-28,2022-06-28T18:57:39.891Z,2023-09-16T11:40:27.519Z
182,MRC986750,5411,undefined Express Dakhlet Nouadhibou,ALM,,Isselmou,Anne,Isselmou Anne,M,PEUL,+22222465556,undefinedexpres@nafadpay.mr,4,Dakhlet Nouadhibou,10,,45 Avenue Principale,NaN,NaN,0.0267,200,5000,ACTIVE,2021-09-20,2021-09-20T23:10:59.204Z,2021-12-18T01:00:57.518Z
183,MRC241404,4812,undefined El Mouna Hodh Ech Chargui,TEL,,Bilal,Ould El Mamy,Bilal Ould El Mamy,M,MAURE,+22235497570,undefinedelmoun@nafadpay.mr,10,Hodh Ech Chargui,35,,117 Avenue Gamal,NaN,NaN,0.0175,500,10000,ACTIVE,2024-01-19,2024-01-19T20:51:04.502Z,2024-05-15T03:50:34.818Z
184,MRC038298,7011,undefined de la Corniche Tiris Zemmour,HTL,,Mokhtar,Ould Soufi,Mokhtar Ould Soufi,M,MAURE,+22222281141,undefineddelaco@nafadpay.mr,15,Tiris Zemmour,54,,12 Avenue Principale,NaN,NaN,0.0091,20000,200000,ACTIVE,2022-12-31,2022-12-31T20:49:31.501Z,2024-04-05T13:54:12.106Z
185,MRC488804,5651,undefined Plus Dakhlet Nouadhibou,HAB,,Dah,Fall,Dah Fall,M,SONINKE,+22232741316,undefinedplusda@nafadpay.mr,4,Dakhlet Nouadhibou,10,,42 Avenue du Commerce,NaN,NaN,0.0225,2000,30000,ACTIVE,2024-03-23,2024-03-23T05:56:38.503Z,2024-06-15T11:25:12.170Z
186,MRC548377,5999,undefined Ksar Hodh El Gharbi,AUT,,Hawa,Mint Khatri,Hawa Mint Khatri,F,MAURE,+22245066855,undefinedksarho@nafadpay.mr,11,Hodh El Gharbi,43,,118 Avenue Gamal,NaN,NaN,0.0234,500,50000,ACTIVE,2022-05-01,2022-05-01T00:54:17.448Z,2024-07-10T05:09:07.543Z
187,MRC942979,4812,undefined de la Corniche Trarza,TEL,,Aminata,Diakité,Aminata Diakité,F,PEUL,+22247952149,undefineddelaco@nafadpay.mr,5,Trarza,12,,55 Avenue Principale,NaN,NaN,0.0254,500,10000,ACTIVE,2021-11-29,2021-11-29T07:07:41.919Z,2021-12-04T07:04:20.521Z
188,MRC202758,4812,undefined de Nouakchott Nouakchott-Ouest,TEL,,Gaoussou,Koita,Gaoussou Koita,M,SONINKE,+22245685246,undefineddenoua@nafadpay.mr,2,Nouakchott-Ouest,6,,36 Avenue de la Paix,NaN,NaN,0.026,500,10000,INACTIVE,2024-01-23,2024-01-23T11:55:52.028Z,2024-06-11T12:58:13.744Z
189,MRC224569,5411,undefined Plus Nouakchott-Nord,ALM,,Sadio,Diallo,Sadio Diallo,M,WOLOF,+22225741316,undefinedplusno@nafadpay.mr,1,Nouakchott-Nord,2,,49 Avenue Gamal,NaN,NaN,0.0051,200,5000,INACTIVE,2022-11-14,2022-11-14T14:44:55.344Z,2024-01-11T12:58:20.360Z
190,MRC264678,4121,undefined El Khair Nouakchott-Sud,TRN,,Koumba,Bâ,Koumba Bâ,F,SONINKE,+22222741316,undefinedelkhai@nafadpay.mr,3,Nouakchott-Sud,7,,87 Avenue de la Paix,NaN,NaN,0.0284,200,3000,ACTIVE,2021-09-13,2021-09-13T02:25:58.036Z,2024-06-06T10:01:39.746Z
191,MRC351458,4812,undefined El Wafa Dakhlet Nouadhibou,TEL,,Brahim,Ould Dah,Brahim Ould Dah,M,MAURE,+22248741316,undefinedelwafa@nafadpay.mr,4,Dakhlet Nouadhibou,10,,168 Avenue Principale,NaN,NaN,0.0273,500,10000,ACTIVE,2022-08-28,2022-08-28T12:21:15.217Z,2023-05-01T03:52:03.118Z
192,MRC289033,5411,undefined Ksar Nouakchott-Ouest,ALM,,Oumou,Diop,Oumou Diop,F,PEUL,+22242741316,undefinedksarno@nafadpay.mr,2,Nouakchott-Ouest,4,,61 Avenue de la Paix,NaN,NaN,0.0175,200,5000,ACTIVE,2024-10-22,2024-10-22T09:01:36.687Z,2024-11-04T12:00:11.634Z
193,MRC349784,5411,undefined du Progrès Nouakchott-Nord,ALM,,Habiboullah,Ould Brahim,Habiboullah Ould Brahim,M,MAURE,+22237002997,undefinedduprog@nafadpay.mr,1,Nouakchott-Nord,2,,3 Avenue Gamal,NaN,NaN,0.0224,200,5000,ACTIVE,2024-03-19,2024-03-19T12:12:15.414Z,2024-11-06T16:34:55.129Z
194,MRC545498,5541,undefined Plus Nouakchott-Nord,CRB,,Abdoulaye,Sène,Abdoulaye Sène,M,SONINKE,+22224185969,undefinedplusno@nafadpay.mr,1,Nouakchott-Nord,3,,108 Avenue du Commerce,NaN,NaN,0.0273,1000,20000,ACTIVE,2022-02-17,2022-02-17T08:25:00.951Z,2024-11-15T00:48:49.831Z
195,MRC736546,4812,undefined du Sahel Dakhlet Nouadhibou,TEL,,Zein,Ould Messoud,Zein Ould Messoud,M,MAURE,+22234741316,undefineddusahe@nafadpay.mr,4,Dakhlet Nouadhibou,10,,59 Avenue Nasser,NaN,NaN,0.0287,500,10000,ACTIVE,2024-06-01,2024-06-01T04:11:18.466Z,2024-12-30T10:34:12.966Z
196,MRC809505,5411,undefined Essalem Nouakchott-Sud,ALM,,Demba,Dia,Demba Dia,M,WOLOF,+22237388811,undefinedessale@nafadpay.mr,3,Nouakchott-Sud,7,,149 Avenue de la Paix,NaN,NaN,0.0058,200,5000,ACTIVE,2023-03-27,2023-03-27T09:40:44.065Z,2024-05-17T02:28:00.476Z
197,MRC202504,5912,undefined du Marché Nouakchott-Nord,SAN,,Khalil,Ould El Ghassem,Khalil Ould El Ghassem,M,MAURE,+22236741316,undefineddumarc@nafadpay.mr,1,Nouakchott-Nord,2,,106 Avenue du Commerce,NaN,NaN,0.0266,500,50000,ACTIVE,2022-04-16,2022-04-16T13:19:25.228Z,2023-02-18T17:42:06.144Z
198,MRC301162,5812,undefined du Marché Nouakchott-Sud,RST,,Salem,Ould Maloum,Salem Ould Maloum,M,MAURE,+22241741316,undefineddumarc@nafadpay.mr,3,Nouakchott-Sud,8,,164 Avenue du Commerce,NaN,NaN,0.0152,300,5000,ACTIVE,2021-09-05,2021-09-05T17:49:15.950Z,2021-11-02T03:43:36.120Z
199,MRC781100,4812,undefined de Nouakchott Nouakchott-Sud,TEL,,Naima,Mint Tourad,Naima Mint Tourad,F,MAURE,+22241614094,undefineddenoua@nafadpay.mr,3,Nouakchott-Sud,7,,195 Avenue du Commerce,NaN,NaN,0.0056,500,10000,ACTIVE,2024-10-07,2024-10-07T18:13:56.842Z,2024-10-14T09:22:41.632Z
200,MRC318870,5812,undefined Teyarett Nouakchott-Nord,RST,,Salem,Ould Messoud,Salem Ould Messoud,M,MAURE,+22246135383,undefinedteyare@nafadpay.mr,1,Nouakchott-Nord,1,,21 Avenue Principale,NaN,NaN,0.0113,300,5000,ACTIVE,2023-08-02,2023-08-02T01:25:09.514Z,2024-10-06T21:43:00.880Z
201,MRC808216,5411,undefined de Nouakchott Tiris Zemmour,ALM,,Ousmane,Mbow,Ousmane Mbow,M,WOLOF,+22223741316,undefineddenoua@nafadpay.mr,15,Tiris Zemmour,53,,168 Avenue de la Paix,NaN,NaN,0.0091,200,5000,ACTIVE,2021-02-22,2021-02-22T00:24:28.572Z,2024-07-08T00:49:27.962Z
202,MRC999347,5651,undefined Ksar Nouakchott-Nord,HAB,,El Mokhtar,Ould Abdel Aziz,El Mokhtar Ould Abdel Aziz,M,MAURE,+22247741316,undefinedksarno@nafadpay.mr,1,Nouakchott-Nord,1,,127 Avenue Principale,NaN,NaN,0.0196,2000,30000,ACTIVE,2024-06-16,2024-06-16T06:16:13.494Z,2024-08-05T01:45:08.314Z
203,MRC583632,5812,undefined Central Adrar,RST,,Sidi Ahmed,Ly,Sidi Ahmed Ly,M,SONINKE,+22237741316,undefinedcentra@nafadpay.mr,12,Adrar,48,,136 Avenue de la Paix,NaN,NaN,0.0153,300,5000,ACTIVE,2022-11-27,2022-11-27T18:33:28.301Z,2022-12-26T22:29:42.370Z
204,MRC382523,5211,undefined Central Nouakchott-Nord,BTP,,Saadbouh,Ould Tourad,Saadbouh Ould Tourad,M,MAURE,+22235741316,undefinedcentra@nafadpay.mr,1,Nouakchott-Nord,2,,83 Avenue de la Paix,NaN,NaN,0.0246,5000,500000,ACTIVE,2021-07-22,2021-07-22T13:00:21.222Z,2023-03-28T06:15:59.127Z
205,MRC447505,5411,undefined Central Nouakchott-Sud,ALM,,Moussa,Barry,Moussa Barry,M,WOLOF,+22233741316,undefinedcentra@nafadpay.mr,3,Nouakchott-Sud,9,,98 Avenue Gamal,NaN,NaN,0.0211,200,5000,INACTIVE,2024-08-20,2024-08-20T03:36:20.681Z,2024-12-29T05:45:23.254Z
206,MRC159629,5411,undefined Al Amane Nouakchott-Sud,ALM,,Kelthoum,Fall,Kelthoum Fall,F,PEUL,+22244741316,undefinedalaman@nafadpay.mr,3,Nouakchott-Sud,7,,123 Avenue du Commerce,NaN,NaN,0.0129,200,5000,ACTIVE,2024-07-12,2024-07-12T01:51:31.302Z,2024-10-19T15:09:18.681Z
207,MRC744838,5912,undefined Capital Dakhlet Nouadhibou,SAN,,Moustapha,Ould Ghali,Moustapha Ould Ghali,M,MAURE,+22249741316,undefinedcapita@nafadpay.mr,4,Dakhlet Nouadhibou,10,,95 Avenue Principale,NaN,NaN,0.0094,500,50000,ACTIVE,2024-11-18,2024-11-18T15:19:43.943Z,2024-12-20T09:00:12.949Z
208,MRC245887,5812,undefined Capital Guidimaka,RST,,Oumou,Ndiaye,Oumou Ndiaye,F,SONINKE,+22243741316,undefinedcapita@nafadpay.mr,8,Guidimaka,29,,82 Avenue Nasser,NaN,NaN,0.0059,300,5000,ACTIVE,2024-02-19,2024-02-19T00:55:16.214Z,2024-12-07T17:24:32.585Z
209,MRC407433,8211,undefined Capital Nouakchott-Sud,EDU,,Boubacar,Fall,Boubacar Fall,M,PEUL,+22223741317,undefinedcapita@nafadpay.mr,3,Nouakchott-Sud,8,,94 Avenue de la Paix,NaN,NaN,0.0096,10000,100000,INACTIVE,2024-05-13,2024-05-13T10:43:44.487Z,2024-11-12T17:01:00.109Z
210,MRC266258,5541,undefined Al Amane Dakhlet Nouadhibou,CRB,,Dado,Wade,Dado Wade,F,WOLOF,+22235741317,undefinedalaman@nafadpay.mr,4,Dakhlet Nouadhibou,10,,21 Avenue Principale,NaN,NaN,0.0242,1000,20000,ACTIVE,2023-06-15,2023-06-15T15:37:41.228Z,2024-03-30T18:16:27.859Z
211,MRC398940,5732,undefined Central Nouakchott-Sud,ELC,,Amady,Touré,Amady Touré,M,WOLOF,+22225012669,undefinedcentra@nafadpay.mr,3,Nouakchott-Sud,7,,117 Avenue Gamal,NaN,NaN,0.0184,5000,200000,ACTIVE,2021-12-20,2021-12-20T01:39:10.093Z,2023-02-26T23:58:01.344Z
212,MRC868732,5411,undefined Al Amane Dakhlet Nouadhibou,ALM,,Oumou,Sy,Oumou Sy,F,PEUL,+22249741317,undefinedalaman@nafadpay.mr,4,Dakhlet Nouadhibou,10,,170 Avenue du Commerce,NaN,NaN,0.0226,200,5000,ACTIVE,2024-10-03,2024-10-03T16:56:41.336Z,2024-10-07T22:15:39.099Z
213,MRC665725,5541,undefined du Marché Nouakchott-Nord,CRB,,Moussa,Sall,Moussa Sall,M,PEUL,+22245741317,undefineddumarc@nafadpay.mr,1,Nouakchott-Nord,3,,13 Avenue du Commerce,NaN,NaN,0.0265,1000,20000,ACTIVE,2024-02-04,2024-02-04T18:33:03.321Z,2024-10-03T18:56:57.450Z
214,MRC232761,8211,undefined Ksar Guidimaka,EDU,,Nagi,Ould Ghali,Nagi Ould Ghali,M,MAURE,+22243004431,undefinedksargu@nafadpay.mr,8,Guidimaka,27,,40 Avenue de la Paix,NaN,NaN,0.0101,10000,100000,ACTIVE,2023-05-28,2023-05-28T01:54:44.171Z,2024-08-08T20:07:35.972Z
215,MRC469497,5541,undefined du Sahel Nouakchott-Sud,CRB,,Hafsata,Mint Abeih,Hafsata Mint Abeih,F,MAURE,+22248741317,undefineddusahe@nafadpay.mr,3,Nouakchott-Sud,9,,65 Avenue du Commerce,NaN,NaN,0.022,1000,20000,ACTIVE,2022-03-27,2022-03-27T05:12:48.923Z,2023-01-04T13:04:28.500Z
216,MRC159805,5732,undefined du Sahel Nouakchott-Sud,ELC,,Lehbib,Ould Cheikh,Lehbib Ould Cheikh,M,MAURE,+22241741317,undefineddusahe@nafadpay.mr,3,Nouakchott-Sud,7,,39 Avenue Principale,NaN,NaN,0.027,5000,200000,ACTIVE,2021-05-20,2021-05-20T17:40:17.107Z,2022-09-08T12:47:48.543Z
217,MRC838728,5812,undefined Essalem Nouakchott-Ouest,RST,,Aminetou,Mint Brahim,Aminetou Mint Brahim,F,MAURE,+22242741317,undefinedessale@nafadpay.mr,2,Nouakchott-Ouest,5,,40 Avenue Gamal,NaN,NaN,0.0075,300,5000,ACTIVE,2023-05-25,2023-05-25T09:41:26.275Z,2024-09-10T20:59:45.766Z
218,MRC245166,5812,undefined Plus Nouakchott-Nord,RST,,Cheikhna,Ould Saad,Cheikhna Ould Saad,M,MAURE,+22247741317,undefinedplusno@nafadpay.mr,1,Nouakchott-Nord,1,,126 Avenue Principale,NaN,NaN,0.0218,300,5000,ACTIVE,2022-03-19,2022-03-19T15:15:52.625Z,2022-03-20T09:59:31.461Z
219,MRC110353,5999,undefined Central Nouakchott-Nord,AUT,,Thierno,Sow,Thierno Sow,M,PEUL,+22222741317,undefinedcentra@nafadpay.mr,1,Nouakchott-Nord,3,,169 Avenue Gamal,NaN,NaN,0.0251,500,50000,ACTIVE,2024-03-05,2024-03-05T01:32:16.826Z,2024-03-19T03:01:18.331Z
220,MRC643205,5541,undefined Capital Dakhlet Nouadhibou,CRB,,Saidou,Thiam,Saidou Thiam,M,SONINKE,+22237741317,undefinedcapita@nafadpay.mr,4,Dakhlet Nouadhibou,10,,30 Avenue du Commerce,NaN,NaN,0.0275,1000,20000,ACTIVE,2022-06-02,2022-06-02T03:34:57.994Z,2024-04-13T17:34:57.786Z
221,MRC993713,5999,undefined Ksar Trarza,AUT,,Saleck,Ould Limam,Saleck Ould Limam,M,MAURE,+22234741317,undefinedksartr@nafadpay.mr,5,Trarza,14,,35 Avenue Nasser,NaN,NaN,0.0149,500,50000,ACTIVE,2022-09-10,2022-09-10T05:58:12.825Z,2023-12-25T15:40:21.800Z
222,MRC699158,4121,undefined Plus Dakhlet Nouadhibou,TRN,,Lala,Sène,Lala Sène,F,SONINKE,+22233741317,undefinedplusda@nafadpay.mr,4,Dakhlet Nouadhibou,10,,16 Avenue Gamal,NaN,NaN,0.0097,200,3000,ACTIVE,2024-05-11,2024-05-11T14:59:26.441Z,2024-10-25T18:30:34.704Z
223,MRC844797,4812,undefined de la Corniche Hodh Ech Chargui,TEL,,Karamoko,Mbaye,Karamoko Mbaye,M,PEUL,+22223078716,undefineddelaco@nafadpay.mr,10,Hodh Ech Chargui,38,,12 Avenue Nasser,NaN,NaN,0.013,500,10000,ACTIVE,2022-05-08,2022-05-08T16:19:45.757Z,2022-11-06T04:12:14.268Z
224,MRC317208,5411,undefined de Nouakchott Brakna,ALM,,Banna,Ndiaye,Banna Ndiaye,F,WOLOF,+22236741317,undefineddenoua@nafadpay.mr,6,Brakna,20,,161 Avenue Principale,NaN,NaN,0.0247,200,5000,ACTIVE,2021-10-25,2021-10-25T04:33:45.369Z,2024-01-26T05:30:51.102Z
225,MRC831629,5411,undefined Ksar Nouakchott-Ouest,ALM,,Ibrahima,Ndour,Ibrahima Ndour,M,PEUL,+22225741317,undefinedksarno@nafadpay.mr,2,Nouakchott-Ouest,6,,12 Avenue Principale,NaN,NaN,0.0078,200,5000,ACTIVE,2023-08-25,2023-08-25T03:32:35.289Z,2023-12-31T19:30:57.393Z
226,MRC600375,4812,undefined El Baraka Nouakchott-Nord,TEL,,Brahim,Ould Ethmane,Brahim Ould Ethmane,M,MAURE,+22224741317,undefinedelbara@nafadpay.mr,1,Nouakchott-Nord,2,,174 Avenue de la Paix,NaN,NaN,0.0209,500,10000,ACTIVE,2022-01-24,2022-01-24T14:49:23.660Z,2024-11-29T11:19:51.251Z
227,MRC970935,5211,undefined El Wafa Nouakchott-Sud,BTP,,Mbareck,Ould Salem,Mbareck Ould Salem,M,MAURE,+22232741317,undefinedelwafa@nafadpay.mr,3,Nouakchott-Sud,8,,36 Avenue du Commerce,NaN,NaN,0.0209,5000,500000,ACTIVE,2024-11-11,2024-11-11T16:10:34.359Z,2024-11-28T14:46:35.473Z
228,MRC377370,4812,undefined Plus Assaba,TEL,,Bintou,Sène,Bintou Sène,F,SONINKE,+22243741317,undefinedplusas@nafadpay.mr,9,Assaba,30,,103 Avenue du Commerce,NaN,NaN,0.0116,500,10000,ACTIVE,2021-10-24,2021-10-24T06:14:24.773Z,2022-05-17T22:57:12.831Z
229,MRC581457,8211,undefined Express Nouakchott-Nord,EDU,,Kalilou,Camara,Kalilou Camara,M,PEUL,+22246741317,undefinedexpres@nafadpay.mr,1,Nouakchott-Nord,1,,10 Avenue du Commerce,NaN,NaN,0.0068,10000,100000,ACTIVE,2021-09-23,2021-09-23T16:06:42.673Z,2023-11-27T18:22:55.228Z
230,MRC337751,5411,undefined du Sahel Nouakchott-Sud,ALM,,Mbarka,Sakho,Mbarka Sakho,F,WOLOF,+22244741317,undefineddusahe@nafadpay.mr,3,Nouakchott-Sud,9,,165 Avenue Principale,NaN,NaN,0.0273,200,5000,ACTIVE,2022-10-11,2022-10-11T14:39:00.385Z,2023-09-20T09:13:14.520Z
